WARNING (theano.tensor.blas): Using NumPy C-API based implementation for BLAS functions.
pybullet build time: Oct 11 2021 20:59:39
train epoch=0, loader_type='Both', approx_losses.avg=0.01237447624731188, constraint_losses.avg=0.008163241700284065
------------------------- test un normalized Main, avg_test_AL_un_norm=6.129867613089112, avg_test_CL_un_norm=11.669345495392712, max_test_CL_un_norm=37.00563499739676
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018270686777827904, max_test_CL=0.0003776562225539237
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.313940236165484, max_test_CL_un_norm=27.51999686046177
train epoch=132, loader_type='Both', approx_losses.avg=0.00045327034978219586, constraint_losses.avg=0.0002872006032465299
------------------------- test Main, avg_test_AL=8.046436892293319e-05, avg_test_CL=0.00015117025761770763, max_test_CL=0.0004992167232558131
------------------------- test un normalized Main, avg_test_AL_un_norm=5.863478548664958, avg_test_CL_un_norm=11.01585177847537, max_test_CL_un_norm=36.37817203673174
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017465313049342513, max_test_CL=0.0003663318057078868
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.727060409844325, max_test_CL_un_norm=26.694781024221122
train epoch=133, loader_type='Both', approx_losses.avg=0.00045297920816584437, constraint_losses.avg=0.0002870892692701004
------------------------- test Main, avg_test_AL=7.707448942657979e-05, avg_test_CL=0.00014414459091981557, max_test_CL=0.0004888672847300768
------------------------- test un normalized Main, avg_test_AL_un_norm=5.61645634302313, avg_test_CL_un_norm=10.503887973969215, max_test_CL_un_norm=35.62400065025142
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.0001662550758924226, max_test_CL=0.00035157299134880304
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.115089998468166, max_test_CL_un_norm=25.619299607108772
train epoch=134, loader_type='Both', approx_losses.avg=0.0004683270069036221, constraint_losses.avg=0.0002974550192806101
------------------------- test Main, avg_test_AL=8.062900404362461e-05, avg_test_CL=0.00015088239332289, max_test_CL=0.00048777140909805894
------------------------- test un normalized Main, avg_test_AL_un_norm=5.875475588958989, avg_test_CL_un_norm=10.994874971986038, max_test_CL_un_norm=35.54414474192628
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017718945874139536, max_test_CL=0.00037023922777734697
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.911883886728729, max_test_CL_un_norm=26.979515783797506
train epoch=135, loader_type='Both', approx_losses.avg=0.0004457705681353608, constraint_losses.avg=0.0002821198133188152
------------------------- test Main, avg_test_AL=7.890958085498444e-05, avg_test_CL=0.0001486234392984329, max_test_CL=0.0004907615948468447
------------------------- test un normalized Main, avg_test_AL_un_norm=5.750180366396813, avg_test_CL_un_norm=10.830263849622506, max_test_CL_un_norm=35.7620396663649
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017132711304611802, max_test_CL=0.0003596183087211102
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.484691853862888, max_test_CL_un_norm=26.205565743665403
train epoch=136, loader_type='Both', approx_losses.avg=0.00046052714427683637, constraint_losses.avg=0.0002922275783043698
------------------------- test Main, avg_test_AL=7.99500167264724e-05, avg_test_CL=0.00014932490674177367, max_test_CL=0.0004918925114907324
------------------------- test un normalized Main, avg_test_AL_un_norm=5.825997444161085, avg_test_CL_un_norm=10.881380142752763, max_test_CL_un_norm=35.84445174378405
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017479787069873964, max_test_CL=0.0003682200040202588
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.737607706529074, max_test_CL_un_norm=26.832375358947576
train epoch=137, loader_type='Both', approx_losses.avg=0.0004569127130664475, constraint_losses.avg=0.00028984567439155877
------------------------- test Main, avg_test_AL=7.949732842486546e-05, avg_test_CL=0.00014887955222065807, max_test_CL=0.00048698976752348244
------------------------- test un normalized Main, avg_test_AL_un_norm=5.793009829990473, avg_test_CL_un_norm=10.848926946186777, max_test_CL_un_norm=35.48718705283787
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017286620902632423, max_test_CL=0.0003627799451351166
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.596846552579356, max_test_CL_un_norm=26.43595593517949
train epoch=138, loader_type='Both', approx_losses.avg=0.000459179922976921, constraint_losses.avg=0.0002912343496688649
------------------------- test Main, avg_test_AL=8.324047459577644e-05, avg_test_CL=0.00015817310184135458, max_test_CL=0.0005064341239631176
------------------------- test un normalized Main, avg_test_AL_un_norm=6.065774740250054, avg_test_CL_un_norm=11.526152525796624, max_test_CL_un_norm=36.90410624167615
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.0001825504310006636, max_test_CL=0.0003779319522436708
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.302540607035011, max_test_CL_un_norm=27.54008947097025
train epoch=139, loader_type='Both', approx_losses.avg=0.0004521228037438483, constraint_losses.avg=0.0002863392798485981
------------------------- test Main, avg_test_AL=7.620160508010887e-05, avg_test_CL=0.00014084946070338632, max_test_CL=0.0004699990386143327
------------------------- test un normalized Main, avg_test_AL_un_norm=5.552848827083299, avg_test_CL_un_norm=10.26377018977442, max_test_CL_un_norm=34.249062821045015
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00016575936293634187, max_test_CL=0.00035081678652204573
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.078967140156633, max_test_CL_un_norm=25.564194158638287
train epoch=140, loader_type='Both', approx_losses.avg=0.0004549031678443065, constraint_losses.avg=0.0002880944112599421
------------------------- test Main, avg_test_AL=7.869154517898159e-05, avg_test_CL=0.00014735161900060413, max_test_CL=0.00048581455484963953
------------------------- test un normalized Main, avg_test_AL_un_norm=5.734291997417632, avg_test_CL_un_norm=10.737585689380154, max_test_CL_un_norm=35.40154895197668
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017114689690288286, max_test_CL=0.0003616183530539274
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.471559418439316, max_test_CL_un_norm=26.351310143004305
train epoch=141, loader_type='Both', approx_losses.avg=0.00045694136645911456, constraint_losses.avg=0.00028957421177746873
------------------------- test Main, avg_test_AL=7.935464131060632e-05, avg_test_CL=0.0001487982021884271, max_test_CL=0.0004925245884805918
------------------------- test un normalized Main, avg_test_AL_un_norm=5.78261214363668, avg_test_CL_un_norm=10.842998931484296, max_test_CL_un_norm=35.89051284217696
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017325884623460298, max_test_CL=0.00036448941682465374
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.625458211623767, max_test_CL_un_norm=26.56052552274013
train epoch=142, loader_type='Both', approx_losses.avg=0.00045073262839125366, constraint_losses.avg=0.00028540204809553594
------------------------- test Main, avg_test_AL=7.954864849328258e-05, avg_test_CL=0.0001495893196410023, max_test_CL=0.0004903444205410779
------------------------- test un normalized Main, avg_test_AL_un_norm=5.796749536127075, avg_test_CL_un_norm=10.900648050520273, max_test_CL_un_norm=35.73164048621304
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017421041682791837, max_test_CL=0.00036449168692342937
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.694799647236445, max_test_CL_un_norm=26.560691368730147
train epoch=143, loader_type='Both', approx_losses.avg=0.00044203419970371114, constraint_losses.avg=0.00027959253554304486
------------------------- test Main, avg_test_AL=7.900945424526373e-05, avg_test_CL=0.0001473673990347262, max_test_CL=0.0004891414428129792
------------------------- test un normalized Main, avg_test_AL_un_norm=5.757458195017358, avg_test_CL_un_norm=10.738735601426761, max_test_CL_un_norm=35.64397862799635
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017148569820642478, max_test_CL=0.0003616931790020317
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.496248033212222, max_test_CL_un_norm=26.35676173658525
train epoch=144, loader_type='Both', approx_losses.avg=0.00046843726783302533, constraint_losses.avg=0.00029755468266860893
------------------------- test Main, avg_test_AL=8.55533238856987e-05, avg_test_CL=0.0001622439551029853, max_test_CL=0.0005005227285437286
------------------------- test un normalized Main, avg_test_AL_un_norm=6.234313219170408, avg_test_CL_un_norm=11.82279763529733, max_test_CL_un_norm=36.473339005579525
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018873999889660808, max_test_CL=0.0003925703640561551
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.753577516589596, max_test_CL_un_norm=28.606797738600633
train epoch=145, loader_type='Both', approx_losses.avg=0.000449666531951874, constraint_losses.avg=0.0002848136668381769
------------------------- test Main, avg_test_AL=8.413167112039943e-05, avg_test_CL=0.0001607255433521737, max_test_CL=0.0005092521896585822
------------------------- test un normalized Main, avg_test_AL_un_norm=6.13071668733859, avg_test_CL_un_norm=11.712150207351407, max_test_CL_un_norm=37.109459548959954
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018499273018164785, max_test_CL=0.0003827373730018735
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.480512172878045, max_test_CL_un_norm=27.890262825780287
train epoch=146, loader_type='Both', approx_losses.avg=0.0004547305383307431, constraint_losses.avg=0.00028834315359597983
------------------------- test Main, avg_test_AL=8.40126132195107e-05, avg_test_CL=0.00016112527787191276, max_test_CL=0.0005203931941650808
------------------------- test un normalized Main, avg_test_AL_un_norm=6.122040872910422, avg_test_CL_un_norm=11.741279070552885, max_test_CL_un_norm=37.92131012677591
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.0001863858243350478, max_test_CL=0.00038175733061507344
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.582027632085149, max_test_CL_un_norm=27.81884609195333
train epoch=147, loader_type='Both', approx_losses.avg=0.00045023146046797695, constraint_losses.avg=0.0002850292473661876
------------------------- test Main, avg_test_AL=8.20347064552176e-05, avg_test_CL=0.00015611318656763728, max_test_CL=0.0004938562633469701
------------------------- test un normalized Main, avg_test_AL_un_norm=5.977909824454937, avg_test_CL_un_norm=11.376045480779057, max_test_CL_un_norm=35.98754976922637
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.0001804465024174533, max_test_CL=0.0003729899472091347
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.149226300761518, max_test_CL_un_norm=27.17996373204617
train epoch=148, loader_type='Both', approx_losses.avg=0.00045223819421124294, constraint_losses.avg=0.00028611740946172853
------------------------- test Main, avg_test_AL=8.32062789637904e-05, avg_test_CL=0.0001592897234974111, max_test_CL=0.0005023191915825009
------------------------- test un normalized Main, avg_test_AL_un_norm=6.063282894961577, avg_test_CL_un_norm=11.607521296595982, max_test_CL_un_norm=36.6042505554049
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018317222159771517, max_test_CL=0.0003784083528444171
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.347850800267576, max_test_CL_un_norm=27.574804478209703
train epoch=149, loader_type='Both', approx_losses.avg=0.00044055910384105076, constraint_losses.avg=0.0002785904094039108
------------------------- test Main, avg_test_AL=7.713666056115187e-05, avg_test_CL=0.00014280381405426334, max_test_CL=0.0004724029859062284
------------------------- test un normalized Main, avg_test_AL_un_norm=5.620986788604888, avg_test_CL_un_norm=10.406184883785501, max_test_CL_un_norm=34.42424111775227
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00016983287603466123, max_test_CL=0.00035947703872807324
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.375806068773597, max_test_CL_un_norm=26.195270892005166
train epoch=150, loader_type='Both', approx_losses.avg=0.0004433425024834587, constraint_losses.avg=0.00028032269688773096
------------------------- test Main, avg_test_AL=7.673766563672668e-05, avg_test_CL=0.00014191560590671814, max_test_CL=0.0004714836541097611
------------------------- test un normalized Main, avg_test_AL_un_norm=5.5919118233565435, avg_test_CL_un_norm=10.341460713638615, max_test_CL_un_norm=34.357247249684654
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.0001670244443039337, max_test_CL=0.00035791919799521565
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.171154254004788, max_test_CL_un_norm=26.08175015080377
train epoch=151, loader_type='Both', approx_losses.avg=0.00045961997488958, constraint_losses.avg=0.00029159849954839235
------------------------- test Main, avg_test_AL=7.883365045597301e-05, avg_test_CL=0.00014680003546518173, max_test_CL=0.0004784071643371135
------------------------- test un normalized Main, avg_test_AL_un_norm=5.7446472776877595, avg_test_CL_un_norm=10.697391523613986, max_test_CL_un_norm=34.86176680142493
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017340165782957228, max_test_CL=0.0003680496010929346
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.635864988885798, max_test_CL_un_norm=26.81995821987307
train epoch=152, loader_type='Both', approx_losses.avg=0.00044981255720954826, constraint_losses.avg=0.00028482762815168364
------------------------- test Main, avg_test_AL=7.88628237821718e-05, avg_test_CL=0.0001479525779671995, max_test_CL=0.000493427156470716
------------------------- test un normalized Main, avg_test_AL_un_norm=5.746773152900548, avg_test_CL_un_norm=10.781377878810533, max_test_CL_un_norm=35.956283018068866
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017482774533164047, max_test_CL=0.00036682139034383
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.739784668670257, max_test_CL_un_norm=26.730456639438927
train epoch=153, loader_type='Both', approx_losses.avg=0.00044967882383519154, constraint_losses.avg=0.00028465975315489304
------------------------- test Main, avg_test_AL=8.047393915169464e-05, avg_test_CL=0.00015201226909145271, max_test_CL=0.0004804666095878929
------------------------- test un normalized Main, avg_test_AL_un_norm=5.864175942368197, avg_test_CL_un_norm=11.077209578251818, max_test_CL_un_norm=35.01184040200599
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017726202835910955, max_test_CL=0.00036942079896107316
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.91717207343438, max_test_CL_un_norm=26.9198766877631
train epoch=154, loader_type='Both', approx_losses.avg=0.0004444552701203816, constraint_losses.avg=0.0002812693245821662
------------------------- test Main, avg_test_AL=7.733966059831188e-05, avg_test_CL=0.00014484407861510863, max_test_CL=0.00048072010395117104
------------------------- test un normalized Main, avg_test_AL_un_norm=5.635779506642665, avg_test_CL_un_norm=10.55485997491306, max_test_CL_un_norm=35.03031276448523
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.0001713384423946991, max_test_CL=0.0003590036940295249
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.485517442115682, max_test_CL_un_norm=26.16077730171442
train epoch=155, loader_type='Both', approx_losses.avg=0.00044049907063220864, constraint_losses.avg=0.00027812680162421044
------------------------- test Main, avg_test_AL=7.95361998972779e-05, avg_test_CL=0.00014868716486312117, max_test_CL=0.000474550761282444
------------------------- test un normalized Main, avg_test_AL_un_norm=5.795842409893651, avg_test_CL_un_norm=10.834907581855147, max_test_CL_un_norm=34.58075082522305
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017607108193988096, max_test_CL=0.00037014862755313516
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.83038723454355, max_test_CL_un_norm=26.972913813507404
train epoch=156, loader_type='Both', approx_losses.avg=0.0004522690451447575, constraint_losses.avg=0.00028636191905631375
------------------------- test Main, avg_test_AL=8.18571116829494e-05, avg_test_CL=0.00015412958324364866, max_test_CL=0.00048402950051240623
------------------------- test un normalized Main, avg_test_AL_un_norm=5.96496839289126, avg_test_CL_un_norm=11.231499318386406, max_test_CL_un_norm=35.27147015297828
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018212556698244954, max_test_CL=0.000380065874196589
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.271580565360798, max_test_CL_un_norm=27.695590089734633
train epoch=157, loader_type='Both', approx_losses.avg=0.00044854222377415726, constraint_losses.avg=0.0002838979338693972
------------------------- test Main, avg_test_AL=7.872096395878803e-05, avg_test_CL=0.00014886971311514507, max_test_CL=0.0004827635711990297
------------------------- test un normalized Main, avg_test_AL_un_norm=5.736435763498561, avg_test_CL_un_norm=10.84820996766666, max_test_CL_un_norm=35.179221372122406
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00017494468218842485, max_test_CL=0.0003643460513558239
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=12.748305922600835, max_test_CL_un_norm=26.55007826920905
train epoch=158, loader_type='Both', approx_losses.avg=0.00043562148065289614, constraint_losses.avg=0.00027482606382257053
------------------------- test Main, avg_test_AL=8.293024857503318e-05, avg_test_CL=0.0001574823226427924, max_test_CL=0.00048167980276048183
------------------------- test un normalized Main, avg_test_AL_un_norm=6.043168423151872, avg_test_CL_un_norm=11.475815106439379, max_test_CL_un_norm=35.100247128666105
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018349985430882044, max_test_CL=0.00038099955418147147
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.371725581275404, max_test_CL_un_norm=27.763626799291984
train epoch=159, loader_type='Both', approx_losses.avg=0.0004442839753739665, constraint_losses.avg=0.000280862416209568
------------------------- test Main, avg_test_AL=8.190757589875642e-05, avg_test_CL=0.00015522404230052268, max_test_CL=0.00048595384578220546
------------------------- test un normalized Main, avg_test_AL_un_norm=5.968645752052255, avg_test_CL_un_norm=11.311253089885057, max_test_CL_un_norm=35.41169750414492
------------------------- test Omega, avg_test_AL=0, avg_test_CL=0.00018181850939618017, max_test_CL=0.0003776655066758394
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=13.249205110547518, max_test_CL_un_norm=27.52067212323905
train epoch=160, loader_type='Both', approx_losses.avg=0.0004447068776459514, constraint_losses.avg=0.0002814608201539765
------------------------- test Main, avg_test_AL=7.615924905493854e-05, avg_test_CL=0.00014158709471018404, max_test_CL=0.0004652634961530566
------------------------- test un normalized Main, avg_test_AL_un_norm=5.549762311800941, avg_test_CL_un_norm=10.317521943999564, max_test_CL_un_norm=33.90398157128938
